id_case,POST_vote,POST_president,PRE_present_religion,PRE_age,PRE_education,PRE_race,PRE_sex,PRE_occupation
225304,1,2,11,24,3,3,2,1
225311,-6,-6,6,30,3,1,1,8
225328,1,2,12,65,3,1,1,1
225335,-1,-1,12,41,1,3,2,1
225342,-1,-1,9,24,4,1,1,1
225366,1,5,11,78,1,1,2,5
225373,1,1,1,33,4,1,2,7
225397,-1,-1,2,35,2,1,1,1
225403,-6,-6,1,42,4,1,1,1
225410,1,2,11,29,3,1,1,1
225427,1,2,1,74,3,1,2,5
225434,-6,-6,9,23,3,3,1,1
225441,1,2,2,39,4,4,2,1
225458,1,2,4,69,4,1,2,5
225465,2,-1,6,30,5,4,1,1
225472,1,1,9,29,4,6,1,1
225489,1,1,2,46,3,3,2,1
225496,1,2,1,54,2,1,2,1
225526,1,1,2,61,4,1,1,1
225533,1,2,1,39,5,1,2,1
225540,1,1,12,68,4,1,1,5
225557,1,2,1,73,3,1,1,5
225571,2,-1,11,25,3,3,2,1
225588,1,2,2,65,3,1,2,1
225595,-1,-1,-9,25,3,1,1,1
225601,1,2,10,72,5,1,1,5
225618,1,2,2,67,3,1,1,5
225625,-1,-1,2,29,2,3,1,1
225649,1,-9,2,-9,4,-9,-9,-2
225663,1,1,9,34,5,1,1,1
225687,1,2,2,27,4,1,1,1
225694,1,2,11,63,2,1,2,6
225700,1,1,1,80,3,2,2,5
225724,-1,-1,9,49,3,1,1,1
225731,1,2,1,55,3,1,2,5
225748,-1,-1,1,40,3,3,2,1
225755,1,1,11,46,3,1,2,1
225779,1,1,2,76,5,1,1,5
225786,1,2,2,61,3,1,2,5
225793,1,1,12,37,5,1,2,1
225809,1,1,1,80,4,1,1,5
225823,-1,-1,1,39,3,1,1,1
225854,1,1,9,64,5,1,2,1
225861,-1,-1,12,34,3,3,1,1
225878,1,2,1,80,3,1,2,5
225885,1,2,2,47,5,1,1,1
225892,-6,-6,2,39,5,1,1,1
225908,1,2,1,74,3,1,1,1
225939,1,1,11,62,2,2,1,6
225946,1,2,1,58,3,1,2,1
225953,1,2,1,67,3,1,1,1
225960,1,1,2,77,4,1,1,5
225984,1,2,11,42,3,1,2,1
225991,1,2,1,53,2,1,2,1
226000,1,1,12,65,5,1,1,5
226017,1,2,2,49,4,1,2,1
226024,-1,-1,11,39,1,1,1,1
226048,1,2,4,69,4,1,1,1
226055,1,1,11,58,3,2,2,6
226079,1,2,9,77,5,1,2,5
226116,-1,-1,11,45,3,1,1,1
226123,-6,-6,2,39,4,1,1,1
226130,1,1,11,42,3,4,1,1
226154,1,2,11,41,3,1,2,1
226161,-1,-1,11,49,3,5,2,6
226178,1,1,1,39,5,1,2,1
226185,1,2,1,75,4,1,2,5
226192,1,1,12,52,5,1,2,1
226215,1,1,1,71,5,1,1,5
226222,1,1,12,61,5,1,2,1
226239,1,1,1,80,5,1,2,5
226246,1,2,2,59,2,1,1,1
226253,1,1,9,68,5,1,1,1
226260,1,1,3,50,2,1,2,7
226277,1,1,2,67,4,1,2,5
226291,-1,-1,12,27,5,4,2,1
226307,1,1,9,28,5,6,1,4
226314,1,1,2,67,2,1,1,5
226321,1,1,2,66,3,1,2,7
226338,-1,-1,4,42,3,1,2,1
226345,1,1,1,62,2,3,2,6
226352,1,1,12,37,5,3,2,1
226376,1,1,1,47,5,1,1,1
226383,-6,-6,1,52,3,1,1,5
226406,1,1,2,58,4,1,2,7
226413,1,2,1,73,5,1,1,5
226437,1,2,1,75,3,1,2,5
226444,1,1,10,51,4,6,2,1
226451,-1,-1,2,24,3,3,2,4
226482,1,1,2,71,3,1,2,5
226499,1,2,12,68,5,4,1,1
226505,1,2,12,-9,4,1,2,7
226512,1,1,12,61,3,1,2,1
226529,-1,-1,3,65,2,1,1,6
226536,1,2,2,80,1,1,2,5
226543,-1,-1,2,40,2,1,1,1
226550,-1,-1,2,57,3,1,2,1
226567,1,2,1,50,2,1,2,1
226581,1,2,1,80,1,1,1,5
226604,1,1,9,75,4,1,1,5
226611,1,1,10,30,3,6,2,1
226628,1,2,2,65,3,1,1,1
226635,1,1,9,46,3,1,1,1
226642,-1,-1,11,44,3,2,1,1
226659,1,1,11,35,5,1,2,1
226666,1,1,11,80,4,1,2,5
226680,-1,-1,2,48,2,1,1,1
226697,1,2,11,39,3,1,2,1
226703,1,2,11,35,3,1,2,4
226710,1,2,12,31,-2,1,2,1
226727,1,2,2,31,4,1,1,1
226734,1,1,10,25,2,6,1,1
226741,1,2,12,30,5,1,2,1
226758,1,1,1,75,2,1,1,6
226765,1,2,1,62,4,1,1,1
226772,1,1,12,72,3,1,1,5
226789,-1,-1,3,44,4,3,1,1
226796,1,2,2,-9,2,1,2,7
226802,1,2,1,80,1,1,1,5
226819,1,2,2,79,5,1,1,5
226826,1,2,1,65,3,1,2,1
226840,1,1,12,30,3,2,2,1
226857,1,1,11,44,3,1,1,1
226864,1,2,11,52,3,1,1,1
226871,1,2,12,47,3,1,1,1
226895,1,1,1,56,3,1,2,1
226901,1,1,1,38,3,1,2,1
226918,1,1,12,24,3,1,2,1
226925,1,1,11,32,5,2,1,1
226956,1,2,1,62,3,1,1,1
226963,1,2,1,36,5,1,1,1
226970,1,1,11,50,3,1,2,6
226987,1,1,2,77,3,1,2,-2
227010,1,1,11,48,4,2,2,1
227027,1,1,12,35,4,1,2,1
227034,1,2,1,-9,-2,1,1,5
227058,1,1,7,59,4,4,2,1
227065,1,2,2,43,5,1,1,1
227072,1,2,2,39,3,1,1,1
227096,1,1,2,55,4,1,2,1
227102,1,2,12,40,4,2,1,1
227119,1,2,1,46,5,1,2,1
227126,1,2,2,80,3,1,1,5
227133,1,1,11,41,4,1,2,1
227157,1,2,1,72,-2,1,2,5
227164,1,1,12,27,2,1,2,1
227171,1,1,12,28,2,2,2,1
227188,1,1,1,80,5,1,1,5
227195,1,2,1,71,3,1,1,1
227201,-1,-1,11,44,3,1,1,1
227232,1,2,2,46,5,1,1,1
227249,1,2,2,42,5,1,2,7
227256,1,1,12,53,5,3,2,1
227263,-1,-1,2,54,3,1,1,1
227270,1,2,12,36,3,1,1,1
227287,1,1,2,50,2,1,2,1
227294,-6,-6,1,27,3,1,1,1
227300,1,2,1,57,4,1,1,1
227324,1,2,3,28,4,1,1,1
227331,-1,-1,12,47,3,1,2,1
227348,1,2,1,61,2,1,2,5
227355,1,2,-9,71,2,1,1,5
227362,1,1,12,62,5,2,1,1
227393,1,1,10,22,4,1,1,1
227409,1,1,11,63,3,1,1,6
227423,-1,-1,12,71,5,1,1,1
227430,1,2,1,77,1,1,2,5
227447,1,1,12,65,4,1,2,5
227478,1,2,1,55,2,1,1,1
227485,1,1,11,44,3,2,2,1
227515,1,2,1,76,3,1,2,5
227522,1,1,2,61,4,1,2,1
227539,1,1,1,70,2,1,1,5
227546,1,2,12,77,3,1,1,5
227577,1,2,12,80,2,1,1,5
227607,1,2,2,78,4,3,2,5
227614,1,2,12,54,3,6,1,1
227621,1,2,12,71,4,4,1,5
227645,-1,-1,10,45,2,1,1,1
227652,1,1,11,34,5,6,2,1
227669,-1,-1,2,40,4,3,1,1
227676,1,2,-9,80,5,6,2,5
227683,1,1,9,33,4,1,1,1
227690,1,2,1,53,3,1,2,1
227706,1,2,1,66,2,1,2,1
227720,1,1,2,37,3,3,1,1
227737,1,2,1,71,5,5,1,5
227744,1,1,11,47,3,2,2,1
227751,1,2,2,80,3,1,2,5
227775,-6,-6,12,62,3,1,2,1
227782,1,1,11,52,2,1,1,1
227805,-1,-1,9,58,3,4,1,1
227812,1,2,11,69,3,1,2,7
227829,-6,-6,4,57,4,3,1,1
227836,1,2,1,45,5,1,1,1
227843,1,1,2,55,1,5,1,1
227850,1,1,10,33,4,1,2,1
227867,1,1,11,56,4,5,1,1
227881,1,1,8,67,3,4,1,1
227898,1,1,10,61,4,1,1,1
227904,1,2,1,75,3,1,2,5
227911,1,1,12,37,3,3,1,1
227928,1,1,1,23,4,1,1,1
227935,1,1,10,43,5,4,2,7
227942,1,1,2,48,2,1,1,1
227959,1,2,2,80,4,1,2,7
227966,1,1,1,44,3,3,2,1
227973,1,1,1,80,3,1,2,5
227980,-1,-1,2,41,2,1,2,1
227997,1,2,1,80,3,1,1,5
228006,1,2,1,69,3,1,2,1
228013,1,2,12,37,3,1,2,1
228020,1,1,5,53,5,1,2,1
228037,-1,-1,11,46,5,2,1,1
228044,1,1,1,40,5,1,1,1
228051,1,1,1,26,4,6,2,1
228068,1,2,1,55,3,1,1,1
228075,1,2,10,73,5,1,1,5
228082,1,1,11,50,1,1,2,7
228099,1,2,12,63,5,4,1,1
228112,1,1,2,58,4,3,1,1
228129,1,1,12,40,4,1,2,1
228136,1,1,5,63,4,1,2,1
228143,1,2,12,34,4,6,2,1
228150,1,2,1,77,3,1,1,5
228167,1,1,10,68,2,1,2,5
228181,1,2,12,66,3,5,1,5
228198,1,1,10,39,1,1,2,6
228204,1,1,11,31,-2,2,2,1
228211,1,1,11,67,1,2,2,7
228228,-1,-1,1,78,3,1,1,5
228242,1,2,2,49,3,1,1,1
228259,1,2,1,43,4,1,1,1
228266,1,2,7,38,5,1,1,1
228280,1,1,1,51,4,1,2,1
228297,1,1,3,33,5,1,2,1
228303,1,2,1,60,3,1,1,1
228327,1,1,12,60,3,1,1,1
228334,1,2,12,50,4,1,2,1
228341,1,2,1,45,3,1,2,1
228358,1,1,12,73,4,6,2,1
228365,-6,-6,1,64,1,1,1,5
228372,-1,-1,1,31,5,2,2,1
228389,1,2,11,35,2,1,1,1
228396,1,2,2,29,3,1,1,1
228402,1,2,1,47,4,1,1,1
228419,-1,-1,2,34,3,3,2,1
228457,1,2,11,31,2,1,1,1
228471,1,2,1,63,5,1,2,5
228495,1,1,10,36,4,1,1,1
228501,1,1,9,41,5,1,2,1
228525,1,1,10,80,5,1,1,5
228532,-1,-1,9,53,3,1,1,1
228549,-6,-6,1,55,3,1,1,1
228556,1,1,11,54,5,2,1,1
228563,1,1,12,67,2,4,1,5
228587,-1,-1,12,61,1,1,2,6
228594,1,2,11,25,4,1,2,1
228600,1,2,1,-9,5,1,2,1
228617,1,1,11,63,3,1,2,4
228624,1,1,12,43,4,1,2,1
228648,1,2,1,53,3,1,2,7
228662,1,2,11,64,5,1,2,5
228679,-6,-6,1,-9,2,-9,2,5
228686,1,12,-9,-9,3,3,-9,1
228693,1,2,11,56,2,1,1,1
228709,1,1,9,41,5,1,1,1
228716,1,2,1,35,5,1,1,1
228723,-1,-1,1,78,1,1,1,5
228730,1,1,11,54,2,1,1,1
228747,-1,-1,12,65,3,2,1,5
228754,1,2,1,36,3,1,2,7
228761,1,2,1,59,4,6,1,1
228785,1,2,11,61,3,1,1,5
228792,1,1,10,39,3,6,2,2
228808,1,2,2,33,4,1,2,1
228815,1,1,11,43,4,2,2,1
228822,1,1,1,27,4,4,1,1
228839,1,1,11,34,2,2,2,1
228853,1,2,1,73,4,1,2,5
228860,-6,-6,1,34,3,2,1,1
228877,1,2,11,60,2,1,1,6
228884,1,2,11,50,3,1,1,1
228907,1,-9,-9,-9,-9,-9,2,5
228914,1,2,11,48,2,1,1,1
228921,-1,-1,1,71,3,1,1,1
228938,-6,-6,2,23,3,3,2,1
228945,1,2,11,33,4,1,1,1
228969,1,1,-9,65,3,1,2,5
228983,-1,-1,1,22,4,1,2,1
228990,1,1,7,54,5,4,1,1
229016,1,-9,1,-9,3,1,2,5
229030,1,1,11,51,5,2,2,1
229047,1,2,12,52,3,1,1,1
229054,-1,-1,-9,-9,-9,-9,-9,-2
229061,1,1,11,64,5,1,2,5
229078,1,1,2,55,5,3,2,1
229085,1,1,1,41,4,1,2,1
229092,-1,-1,2,37,2,1,1,1
229115,1,1,1,43,4,1,2,1
229139,1,2,2,76,5,1,1,5
229146,-6,-6,1,72,5,1,1,5
229153,-7,-7,1,37,3,1,1,1
229160,-1,-1,12,59,1,1,1,6
229177,1,1,11,50,3,3,2,1
229184,-1,-1,2,57,2,1,1,1
229207,1,1,12,44,3,1,2,1
229221,-6,-6,7,38,5,1,2,1
229238,1,2,11,39,5,1,1,1
229245,1,1,12,28,4,6,1,1
229269,-1,-1,11,42,3,3,1,1
229276,1,2,2,63,2,1,1,1
229283,1,1,9,77,5,1,2,5
229290,-1,-1,12,59,2,1,1,6
229306,1,2,2,64,4,3,2,1
229313,2,-1,2,75,2,1,2,1
229337,1,1,1,60,3,1,1,2
229368,-1,-1,2,25,2,3,1,1
229382,1,2,1,75,2,1,2,7
229399,1,2,2,27,3,3,1,8
229405,1,2,1,-9,4,3,1,1
229412,1,2,2,37,4,1,2,7
229429,-1,-1,3,25,3,1,2,1
229436,1,2,1,66,3,1,2,1
229443,1,1,11,64,3,2,1,6
229450,-1,-1,11,60,2,1,2,7
229467,-1,-1,1,26,4,1,2,1
229474,1,1,5,69,4,1,2,1
229481,1,1,1,21,-2,3,1,8
229498,1,2,1,67,4,5,2,1
229542,1,1,9,23,4,1,1,1
229559,1,2,1,62,3,1,1,1
229566,1,2,1,63,5,1,2,5
229573,1,1,11,39,3,2,2,1
229597,1,2,12,80,4,1,1,5
229603,-6,-6,1,23,4,1,1,1
229610,-1,-1,2,72,1,1,2,5
229627,1,2,1,51,4,1,2,1
229634,1,1,1,62,4,2,2,1
229641,-1,-1,1,49,3,1,1,1
229658,1,2,1,64,3,1,1,1
229665,2,-1,3,50,2,1,2,1
229672,1,2,12,39,1,1,2,2
229689,-1,-1,12,46,5,3,2,1
229696,-1,-1,12,34,5,1,1,1
229719,1,11,1,54,3,1,2,1
229726,1,1,2,61,3,1,2,2
229733,1,2,1,64,2,1,2,1
229740,-1,-1,12,62,2,1,1,5
229757,1,1,9,35,4,1,1,1
229764,1,1,2,43,3,1,2,2
229771,-1,-1,1,58,4,1,2,6
229788,1,1,2,68,3,1,1,5
229818,1,1,11,78,3,1,2,5
229825,-1,-1,1,48,3,1,1,1
229832,1,1,1,80,5,1,1,5
229849,1,1,12,46,4,1,2,1
229856,1,1,2,71,4,1,1,5
229863,1,1,1,64,1,1,1,6
229870,1,1,12,23,4,1,2,1
229887,-1,-1,11,44,2,1,2,1
229894,1,2,4,50,4,1,2,7
229917,-1,-1,12,27,3,1,1,1
229924,1,2,11,54,5,1,2,4
229931,-1,-1,11,45,3,1,1,7
229955,1,2,1,68,5,1,2,5
229962,-1,-1,12,23,2,1,2,8
229979,1,1,2,23,4,1,1,1
229986,1,1,12,77,1,1,2,5
229993,1,1,11,72,5,2,2,5
230023,-6,-6,1,71,3,1,2,5
230030,1,2,1,71,4,1,1,1
230047,1,2,1,56,4,1,2,1
230054,1,2,11,-9,3,1,2,5
230061,-1,-1,11,-9,-9,-9,1,1
230078,1,2,2,62,2,1,1,1
230092,1,1,2,35,3,1,1,1
230108,1,1,11,70,2,2,2,5
230115,1,2,2,29,3,1,2,1
230146,1,2,2,71,2,1,2,5
230153,1,2,9,36,2,1,1,1
230177,1,3,12,66,4,1,1,5
230184,1,1,5,58,5,6,2,1
230191,1,1,11,71,4,3,2,5
230214,-1,-1,11,42,1,2,2,6
230238,1,2,1,77,3,1,2,7
230269,1,2,10,43,4,1,2,7
230276,1,1,12,59,1,1,2,7
230283,1,1,3,32,5,1,2,1
230306,1,2,1,66,3,1,2,5
230320,-6,-6,1,61,3,1,1,1
230337,1,1,5,80,2,1,2,5
230351,1,1,1,42,4,1,1,1
230375,2,-1,1,80,5,1,1,5
230382,1,1,2,43,4,1,2,5
230399,1,1,11,72,3,1,1,5
230405,1,1,11,80,5,1,1,5
230436,1,5,4,35,4,1,2,7
230443,1,2,12,52,5,6,1,1
230467,1,2,11,73,4,4,1,1
230474,1,1,12,55,5,1,2,1
230498,1,2,11,35,4,1,2,1
230504,1,2,11,59,2,1,2,1
230511,-7,-7,2,55,1,3,1,1
230528,1,1,7,38,4,2,2,1
230535,1,1,12,51,4,1,2,1
230542,1,1,11,69,3,1,2,2
230566,-1,-1,11,33,5,1,2,1
230580,1,2,1,74,2,1,2,5
230634,1,2,1,32,3,1,2,1
230641,1,2,1,79,3,1,2,7
230658,1,1,2,76,5,3,1,5
230665,1,2,1,70,3,1,2,6
230672,1,1,1,62,5,1,2,1
230689,1,2,12,60,2,1,1,1
230702,-1,-1,12,35,2,1,1,4
230726,1,1,11,40,3,1,2,7
230740,1,1,12,80,5,1,2,5
230757,1,2,11,40,3,1,2,4
230771,-6,-6,1,25,2,1,1,1
230788,1,2,1,43,4,1,2,2
230795,1,2,5,59,4,1,1,1
230801,-6,-6,5,57,3,1,2,1
230825,1,1,1,80,4,5,1,6
230832,1,1,1,80,2,1,2,6
230849,1,1,2,70,5,3,2,5
230870,1,1,3,38,5,1,1,1
230887,1,2,2,73,4,1,1,5
230894,1,1,2,47,4,1,1,1
230900,1,1,12,37,3,1,1,1
230917,1,2,2,48,2,1,1,1
230924,1,2,3,33,3,1,2,1
230931,1,2,12,65,3,1,1,1
230955,2,-1,1,60,5,1,2,1
230962,1,1,2,67,3,3,2,5
230979,1,1,2,-9,3,3,1,1
230986,1,1,2,72,2,1,1,2
231002,1,1,6,22,2,1,2,1
231019,1,1,1,55,5,1,2,1
231026,1,2,1,62,3,1,1,1
231033,1,2,1,38,5,1,1,1
231040,1,2,1,52,2,1,2,1
231057,1,1,1,45,4,1,2,1
231064,1,2,9,40,5,6,1,1
231071,1,2,1,68,2,1,2,7
231088,1,2,1,53,4,1,2,4
231095,1,1,1,63,3,6,1,1
231118,1,2,1,80,2,1,2,5
231149,1,1,12,55,3,1,2,1
231194,1,2,1,71,5,1,2,7
231200,1,1,11,62,5,1,2,6
231217,-6,-6,2,64,4,1,2,5
231224,1,1,1,62,4,1,2,1
231231,1,1,1,41,5,2,2,1
231255,-1,-1,12,24,2,1,1,1
231262,1,2,1,71,3,1,2,5
231279,-6,-6,11,39,5,3,2,1
231286,-6,-6,2,39,3,3,2,7
231293,1,2,12,-9,2,1,1,5
231309,1,2,1,56,2,1,1,1
231323,1,2,11,51,1,1,2,1
231347,1,2,12,79,-2,1,2,1
231354,1,1,2,35,4,1,2,1
231361,1,2,1,39,3,1,1,1
231378,1,1,1,73,5,2,2,5
231385,1,1,10,49,4,1,2,1
231392,1,1,10,44,4,1,2,7
231408,1,1,8,57,4,4,2,1
231415,1,1,9,22,2,1,1,1
231422,1,1,5,80,5,1,2,5
231439,-1,-1,11,55,2,5,1,1
231446,1,1,11,69,4,2,1,5
231453,1,2,2,65,4,1,1,5
231460,1,1,2,29,4,1,1,1
231484,-1,-1,12,39,4,2,2,1
231491,-1,-1,2,23,4,4,1,8
231507,1,2,1,47,3,1,2,7
231514,1,5,5,32,5,1,1,1
231552,1,1,11,60,3,2,2,1
231569,-1,-1,10,22,2,1,1,1
231576,-1,-1,9,35,2,5,1,1
231583,1,1,12,39,4,1,1,1
231590,-1,-1,12,27,4,1,1,1
231606,-1,-1,10,28,4,1,1,1
231613,1,1,11,34,3,1,1,1
231620,1,1,11,58,3,1,2,1
231651,1,1,2,40,4,1,2,1
231668,1,1,2,29,5,1,2,1
231675,1,1,2,75,3,1,1,6
231682,-1,-1,3,40,3,1,2,1
231699,1,1,2,42,5,1,2,1
231705,1,2,2,62,4,1,1,1
231712,1,3,12,44,3,1,2,7
231729,1,1,2,57,3,1,2,1
231736,1,1,2,59,3,2,1,1
231743,1,2,1,57,3,4,1,1
231750,-6,-6,11,36,3,1,2,1
231767,-1,-1,12,60,3,1,1,6
231774,1,1,1,62,4,1,2,1
231781,1,1,12,24,4,2,2,1
231798,1,1,1,55,3,1,1,5
231804,1,2,2,77,4,1,2,1
231811,1,1,1,80,4,1,2,7
231835,1,1,12,27,5,6,2,1
231842,1,1,11,51,3,5,1,6
231859,-1,-1,1,58,4,2,2,1
231866,1,2,1,-9,2,1,2,1
231880,1,2,2,66,2,1,1,1
231897,1,2,2,46,3,1,1,1
231903,1,2,1,32,4,1,1,1
231910,-7,-7,11,49,5,1,1,1
231927,1,1,11,40,4,1,2,1
231941,1,1,12,42,5,1,2,1
231958,1,1,1,80,3,1,2,5
231965,1,2,2,29,3,1,1,1
231972,-1,-1,12,53,3,1,1,6
231989,1,1,12,34,3,1,2,1
231996,-1,-1,2,32,1,3,2,7
232005,1,1,2,68,2,1,2,5
232036,1,1,9,37,5,1,2,1
232043,-1,-1,12,72,3,1,2,5
232050,1,1,10,62,3,1,2,6
232067,1,1,3,40,3,4,1,1
232074,1,2,1,80,4,1,2,5
232098,1,1,2,34,3,1,1,1
232111,1,1,1,80,5,1,2,5
232128,1,1,12,71,4,1,2,5
232142,1,2,1,61,3,1,1,1
232159,1,2,1,51,5,4,1,1
232180,1,1,12,50,3,2,1,1
232197,1,1,10,38,5,1,1,1
232210,1,1,2,67,3,1,1,1
232227,1,1,10,63,2,2,2,1
232234,1,2,12,49,3,1,1,1
232241,1,2,1,67,4,1,2,5
232258,1,1,10,60,4,1,1,1
232272,-1,-1,3,27,1,3,2,1
232289,1,1,5,26,5,1,1,1
232296,1,1,2,50,4,3,1,1
232302,-1,-1,2,52,5,1,1,1
232326,1,2,1,72,5,1,1,5
232333,-1,-1,10,35,4,3,1,1
232340,1,2,12,73,4,1,1,5
232357,-6,-6,2,61,4,1,1,1
232364,1,2,10,59,3,1,1,1
232371,1,2,1,59,2,1,1,1
232395,-1,-1,-9,36,5,-9,-9,-2
232418,1,2,12,56,2,1,1,1
232425,-1,-1,2,31,3,1,2,1
232432,1,1,10,42,1,1,1,2
232449,1,2,2,37,4,1,2,1
232456,1,2,5,67,5,1,1,1
232463,1,2,2,79,5,1,2,1
232487,1,1,12,49,5,1,2,1
232494,1,2,12,37,5,1,2,1
232517,1,2,1,70,2,1,2,5
232524,-1,-1,12,58,3,2,2,4
232531,-6,-6,10,25,4,1,2,1
232548,1,2,2,42,4,1,1,1
232555,1,3,1,25,3,1,1,1
232579,-6,-6,8,80,5,4,1,5
232586,-1,-1,3,55,2,1,2,1
232593,1,2,2,57,3,3,2,2
232609,1,1,5,44,5,1,2,1
232616,1,2,2,56,4,1,2,1
232623,-1,-1,6,55,4,4,2,7
232630,1,1,12,63,3,1,2,5
232647,-1,-1,2,40,5,3,2,1
232654,2,-1,11,60,2,1,2,2
232661,1,1,11,55,2,1,1,1
232678,1,2,4,70,2,1,1,1
232685,1,2,1,52,5,1,2,7
232692,1,1,12,35,5,1,2,1
232715,1,1,12,47,3,1,1,2
232722,1,3,1,62,3,1,2,1
232746,-1,-1,12,35,3,1,1,1
232753,1,2,11,70,4,1,1,5
232760,1,1,12,43,2,1,1,1
232784,1,1,1,54,3,1,2,1
232791,1,2,11,36,5,1,2,1
232814,1,2,5,39,4,1,1,1
232821,1,2,2,38,3,1,2,7
232852,1,2,2,44,5,1,1,1
232869,1,2,1,41,5,1,1,1
232890,1,2,2,40,2,1,2,7
232906,1,1,12,41,5,1,1,1
232913,1,2,11,44,3,1,2,1
232920,1,1,-9,63,3,5,2,5
232937,1,1,11,77,3,2,2,5
232951,1,2,11,26,3,2,2,1
232968,1,1,11,68,3,1,1,1
232975,1,1,12,80,3,1,1,5
232982,1,1,9,58,3,1,2,1
232999,-1,-1,11,-9,2,1,2,6
233008,1,2,1,43,3,1,2,7
233015,1,1,1,37,4,1,2,1
233022,1,2,1,46,3,3,2,1
233046,-1,-1,1,31,2,2,2,1
233053,1,1,9,74,5,1,2,5
233084,-1,-1,10,29,3,4,2,1
233091,1,2,12,51,2,1,1,6
233107,1,2,3,36,3,1,2,7
233114,-7,-7,2,80,3,3,2,5
233121,1,2,12,35,4,1,1,1
233138,1,2,2,61,4,1,2,1
233145,1,3,2,23,3,3,1,1
233152,1,1,11,47,3,2,2,1
233169,-1,-1,1,62,3,1,1,1
233183,1,2,11,45,5,1,2,7
233206,1,1,3,72,4,1,2,5
233213,1,1,8,69,5,4,2,1
233220,1,2,1,73,2,1,1,1
233237,1,1,7,76,-2,1,1,1
233244,1,2,2,55,3,1,1,1
233251,-6,-6,8,70,3,2,2,5
233268,1,2,1,71,3,1,1,6
233275,1,1,1,72,4,1,2,5
233299,1,1,1,58,4,1,2,1
233305,1,1,9,35,5,1,1,1
233312,1,2,11,70,3,1,1,1
233329,1,1,3,71,4,1,2,1
233336,1,1,2,61,3,5,2,1
233343,1,1,7,-9,4,-9,-9,8
233374,1,2,12,67,5,1,1,5
233381,1,2,2,50,4,1,2,7
233398,1,1,2,32,5,1,2,1
233428,1,1,9,33,4,1,2,1
233435,1,1,12,-9,4,1,-9,5
233442,1,1,11,51,4,1,2,1
233459,1,1,1,54,4,1,1,1
233466,1,2,2,32,3,1,1,1
233480,-1,-1,2,58,5,1,2,4
233497,1,2,1,50,4,1,2,1
233503,1,1,9,59,4,1,1,1
233510,-1,-1,11,43,2,6,2,1
233534,1,1,2,34,4,3,1,2
233541,-1,-1,12,54,3,1,1,1
233565,1,1,10,55,3,1,2,1
233596,-1,-1,11,56,3,2,2,1
233602,1,1,4,38,4,1,1,1
233619,1,1,2,80,3,1,2,7
233626,1,2,1,65,5,1,1,1
233633,1,1,1,65,5,1,2,5
233640,1,1,11,62,3,1,2,5
233657,1,2,1,44,3,1,1,1
233664,1,2,11,33,2,1,2,1
233671,1,2,3,45,3,2,2,1
233688,1,2,1,55,4,1,2,1
233695,1,2,11,36,3,1,2,1
233718,-1,-1,12,31,5,1,2,1
233725,1,1,12,46,5,1,2,1
233732,1,2,2,43,5,1,2,1
233749,1,1,10,37,4,1,1,1
233756,1,1,9,38,4,1,1,1
233770,1,2,2,55,5,1,2,1
233787,1,1,11,76,3,1,2,5
233800,1,1,2,71,2,1,2,5
233817,-1,-1,10,30,1,1,1,1
233824,-1,-1,1,77,2,1,2,7
233831,1,1,1,71,3,1,2,5
233848,1,2,1,53,4,1,2,1
233886,1,1,11,50,3,1,1,1
233893,1,1,12,48,5,1,2,1
233916,1,2,12,37,3,2,2,6
233923,-1,-1,12,53,3,3,1,1
233947,1,2,2,68,3,1,2,1
233954,-1,-1,11,45,3,3,2,1
233985,1,1,2,80,-2,5,2,7
233992,-1,-1,1,65,3,1,2,5
234001,1,1,10,30,3,1,2,1
234018,1,1,12,66,4,1,2,1
234025,-1,-1,9,38,1,6,1,1
234032,-1,-1,3,40,2,3,1,1
234056,-1,-1,11,42,1,3,1,1
234063,1,1,5,24,4,4,2,1
234070,1,2,2,65,5,1,1,1
234087,1,2,11,68,3,1,2,5
234094,1,1,2,75,2,3,2,5
234100,1,1,10,54,5,3,2,1
234117,1,1,10,39,5,1,2,1
234124,1,2,1,62,2,1,2,1
234131,1,2,2,43,4,1,2,1
234155,1,1,7,38,4,3,1,2
234179,1,1,5,60,4,1,1,1
234186,1,1,5,58,4,1,1,1
234193,1,2,2,80,3,1,2,5
234209,-7,-7,11,68,2,1,2,5
234216,1,2,11,-9,3,1,1,5
234223,1,1,2,80,3,1,2,5
234230,-6,-6,12,35,4,1,2,1
234247,1,1,10,40,4,3,1,1
234254,1,1,2,64,3,2,1,1
234261,-6,-6,2,31,4,1,1,1
234278,1,2,1,62,3,1,2,5
234285,1,2,1,63,4,1,2,5
234292,1,1,12,55,5,1,1,1
234308,1,2,11,45,3,1,2,1
234339,1,2,12,64,2,5,2,7
234346,-1,-1,2,36,4,1,1,1
234360,1,2,1,59,2,6,2,6
234377,1,1,12,25,2,1,2,1
234407,-1,-1,9,43,4,1,1,4
234414,1,2,1,-9,3,1,-9,5
234438,1,1,2,51,4,1,2,1
234452,-1,-1,2,52,4,1,2,1
234469,1,2,2,37,4,1,1,1
234476,1,1,1,49,3,1,1,1
234483,-1,-1,12,45,5,1,1,1
234490,1,3,11,26,4,1,1,1
234506,-1,-1,12,39,5,1,1,1
234513,1,2,11,68,3,1,1,5
234520,1,1,1,72,5,1,2,5
234537,-6,-6,1,47,2,1,2,6
234544,1,1,1,59,5,2,2,1
