id_case,POST_vote,POST_president,PRE_present_religion,PRE_age,PRE_education,PRE_race,PRE_sex,PRE_occupation
335201,1,1,1,37,5,1,1,1
335225,-6,-6,1,40,3,2,1,1
335232,-1,-1,2,70,2,1,2,5
335249,1,2,11,69,3,1,1,1
335317,-1,-1,2,64,4,1,2,5
335355,1,2,2,48,3,1,1,1
335416,1,2,2,54,4,6,2,1
335454,1,2,2,74,4,1,2,5
335461,-1,-1,12,28,2,1,1,1
335492,-6,-6,11,39,2,1,1,1
335508,-6,-6,11,57,5,4,2,1
335522,-1,-1,12,44,1,1,1,1
335539,-7,-7,11,80,2,2,2,7
335560,1,2,1,31,3,1,1,1
335621,1,2,12,43,3,1,2,1
335638,1,1,12,37,5,1,2,1
335645,1,2,4,80,5,1,1,5
335652,2,-1,1,53,5,4,2,1
335683,-6,-6,11,65,1,1,1,4
335690,1,2,2,37,2,1,1,1
335713,1,1,12,48,4,6,1,1
335744,1,1,2,56,2,1,1,1
335775,-6,-6,3,40,3,1,1,1
335782,-6,-6,2,34,1,1,1,1
335812,1,2,11,32,3,3,2,1
335836,1,1,12,30,5,1,2,1
335935,-1,-1,12,34,4,1,2,1
335966,1,1,2,80,2,1,2,7
335980,1,1,2,46,4,4,1,1
336006,1,2,1,64,4,1,1,5
336051,1,1,11,44,5,1,2,7
336082,1,1,5,38,4,1,1,1
336105,1,1,1,76,3,1,2,5
336150,1,1,2,42,5,1,1,1
336174,-1,-1,1,24,4,1,1,1
336204,1,1,2,28,3,6,1,1
336235,1,1,9,52,4,1,1,1
336259,1,2,11,32,3,3,1,1
336327,1,2,2,62,3,1,2,1
336365,1,1,5,41,4,1,1,1
336402,-1,-1,10,19,2,6,1,8
336419,1,1,5,74,5,1,1,1
336426,1,2,11,40,3,1,2,7
336440,1,5,4,26,3,1,1,1
336457,-6,-6,12,52,3,2,2,1
336495,1,2,1,46,5,6,2,1
336501,1,1,1,41,5,1,2,1
336549,-1,-1,12,24,3,1,2,1
336617,1,2,1,46,5,4,2,7
336624,1,2,12,34,3,1,2,1
336662,1,1,1,76,5,1,1,1
336730,-1,-1,2,71,2,1,2,6
336792,1,2,1,52,4,1,2,6
336846,1,2,1,78,2,1,2,5
336853,1,1,2,56,4,1,2,1
336938,1,1,9,-9,5,1,2,4
336976,-1,-1,1,38,4,6,1,4
337016,1,1,11,63,3,2,1,6
337030,1,2,1,65,2,1,1,1
337122,-1,-1,11,44,2,1,1,1
337146,1,2,2,62,4,1,2,6
337177,1,1,10,29,4,1,2,1
337191,-6,-6,2,38,5,3,2,2
337283,-6,-6,7,34,4,1,2,1
337306,1,1,12,56,5,1,1,1
337337,1,1,2,55,5,1,1,1
337344,-6,-6,11,67,2,1,1,1
337368,1,1,2,34,5,6,2,1
337399,1,2,1,80,2,1,2,5
337405,1,2,12,30,2,1,2,1
337467,1,2,1,55,3,1,2,1
337474,1,1,3,30,5,1,1,1
337504,-1,-1,2,66,5,1,2,1
337566,1,1,11,31,2,1,1,1
337580,1,1,10,41,2,1,2,7
337658,-1,-1,9,71,3,1,2,5
337665,1,1,9,60,4,1,1,2
337672,1,2,11,58,3,1,1,6
337696,1,1,2,36,3,1,1,1
337726,1,1,12,60,5,1,2,1
337764,-6,-6,1,-9,5,1,2,5
337849,1,-9,-9,-9,5,6,2,1
337863,1,1,1,77,2,1,2,5
337870,-7,-7,9,28,4,1,1,1
337887,1,2,11,40,4,1,1,1
337924,1,2,2,61,4,1,2,1
338019,1,1,11,45,3,2,1,1
338057,1,2,2,21,3,1,2,1
338071,1,1,1,27,4,1,1,1
338125,1,1,12,28,4,1,2,1
338170,1,2,11,37,3,2,2,1
338231,-1,-1,12,24,3,1,2,7
338255,1,1,1,72,5,1,2,5
338262,1,1,2,60,4,1,2,1
338286,1,5,1,29,3,1,2,1
338316,1,1,9,70,3,1,1,5
338354,1,1,11,65,5,1,2,1
338385,1,1,1,60,4,1,1,6
338415,1,1,11,64,4,1,1,1
338460,-1,-1,12,61,1,1,2,1
338477,1,1,2,62,2,1,1,1
338507,1,1,11,70,3,1,1,6
338552,1,2,1,40,3,1,2,1
338576,1,1,11,36,5,2,2,1
338583,-6,-6,10,41,2,4,1,1
338590,1,1,1,68,4,1,2,5
338613,1,2,2,56,3,1,2,6
338637,-1,-1,11,29,3,6,2,1
338644,1,2,1,58,4,1,1,1
338705,1,1,1,-9,5,2,2,5
338736,-7,-7,1,80,3,1,1,5
338743,1,1,10,25,4,1,2,1
338804,1,1,12,72,3,2,2,1
338811,-1,-1,12,47,4,1,1,1
338866,-6,-6,2,50,1,3,1,1
338873,-6,-6,9,53,4,1,1,1
338897,-1,-1,11,50,5,1,2,1
338927,-1,-1,11,46,2,1,1,1
338941,1,2,10,60,3,1,1,1
338958,1,2,2,66,3,1,-9,5
338989,-1,-1,11,26,3,3,2,1
339029,1,2,2,71,4,1,2,5
339036,1,1,8,40,4,6,2,1
339050,1,2,2,75,4,1,1,5
339104,2,-1,10,49,3,1,2,1
339128,1,2,2,57,-2,1,1,4
339203,-6,-6,1,36,4,1,1,1
339210,-1,-1,4,29,3,3,2,7
339258,1,1,1,57,4,1,1,1
339265,-1,-1,1,57,3,1,2,7
339272,1,2,3,36,3,1,2,1
339296,1,2,1,74,4,1,2,5
339319,1,2,1,63,4,1,2,1
339340,1,2,11,42,2,1,2,1
339364,1,1,2,-9,5,4,2,7
339425,-1,-1,11,28,2,1,2,1
339456,1,1,2,69,3,1,2,7
339470,1,1,4,56,5,1,2,1
339531,1,1,1,23,4,2,2,1
339555,1,1,11,62,3,1,1,5
339562,-1,-1,1,58,3,1,1,1
339623,-6,-6,1,23,4,1,1,1
339746,1,4,9,34,3,6,1,1
339753,-6,-6,1,62,2,1,1,1
339807,-6,-6,12,28,4,4,1,1
339821,1,1,2,54,4,1,2,1
339869,1,2,12,-9,3,1,1,6
339944,1,1,12,20,2,2,1,1
339975,-6,-6,1,76,2,1,1,5
339982,1,1,12,54,3,1,2,1
340005,1,1,12,71,3,1,1,5
340043,-1,-1,9,20,3,6,2,2
340050,-1,-1,12,44,2,1,1,1
340173,1,1,1,-9,4,2,2,1
340180,1,2,2,30,5,3,1,1
340197,1,2,-9,-9,-9,-9,-9,-2
340227,-6,-6,11,43,3,1,2,1
340234,-1,-1,1,-9,3,1,1,1
340258,1,2,12,58,3,1,1,1
340265,1,1,1,75,5,1,1,5
340272,-1,-1,11,58,3,2,2,6
340302,1,2,12,71,4,1,1,1
340319,1,2,11,64,3,1,2,1
340326,-1,-1,11,-9,2,2,1,4
340364,1,1,10,66,3,1,2,5
340371,1,1,11,44,4,1,2,1
340425,-1,-1,1,-9,5,1,2,1
340449,1,1,1,75,3,1,2,5
340463,-6,-6,2,38,5,1,2,1
340517,1,2,2,26,3,1,1,1
340531,1,2,1,69,3,1,1,5
340555,1,1,2,51,4,1,2,1
340579,-6,-6,10,53,5,1,1,1
340593,1,2,9,29,4,3,2,1
340609,1,2,12,46,2,1,1,1
340647,-1,-1,2,30,3,3,1,1
340722,-1,-1,11,33,3,1,1,1
340739,-1,-1,11,65,2,2,2,5
340784,1,2,1,72,3,1,1,5
340807,1,1,9,31,3,1,1,1
340821,1,2,1,80,4,1,2,5
340890,1,2,3,39,3,3,2,1
340906,-1,-1,11,35,3,1,2,1
340982,1,1,4,26,4,1,1,1
341008,1,1,11,37,3,3,1,1
341022,1,2,1,80,1,1,2,5
341039,1,1,2,34,5,1,2,1
341060,1,1,2,66,5,1,1,1
341077,1,2,12,36,5,2,-9,1
341145,-6,-6,11,34,2,2,1,1
341183,1,1,11,63,3,2,2,1
341190,-6,-6,12,29,4,3,2,1
341213,1,2,1,60,2,1,2,1
341220,-6,-6,1,-9,3,5,-9,1
341244,1,2,11,73,1,1,1,5
341251,-6,-6,9,25,3,1,1,1
341299,1,1,9,55,5,1,1,1
341305,1,1,11,27,4,2,2,2
341336,1,1,10,22,4,4,1,1
341343,1,1,2,77,2,1,2,5
341381,1,1,12,26,3,-9,2,1
341404,-6,-6,9,19,3,1,2,8
341428,-6,-6,-9,-9,-9,-9,-9,-2
341442,-7,-7,1,76,-2,1,2,5
341473,1,2,1,60,5,1,2,1
341503,1,2,11,64,1,1,1,6
341527,1,1,12,19,1,3,2,1
341558,1,2,11,42,2,6,2,1
341596,1,2,1,80,2,1,2,1
341602,1,1,12,65,3,2,2,1
341671,-6,-6,9,57,3,1,1,6
341695,-6,-6,1,-9,-2,1,1,1
341701,1,1,2,80,4,1,1,1
341718,1,2,1,39,3,1,1,1
341725,1,2,1,76,4,1,1,5
341732,1,1,1,44,3,2,1,2
341749,-1,-1,12,29,3,3,2,1
341770,1,2,1,59,3,1,2,1
341787,1,1,12,37,4,1,1,1
341800,1,2,1,66,3,1,2,5
341831,1,2,1,71,5,1,1,5
341886,1,1,1,35,4,1,1,1
341923,1,2,1,47,3,1,2,4
341930,2,-1,3,40,3,3,2,1
341954,-1,-1,1,80,1,1,1,5
341992,1,2,1,19,2,6,1,4
342025,1,1,2,19,2,3,1,1
342056,1,2,11,38,3,3,2,1
342063,1,2,1,73,3,1,2,1
342070,1,1,5,41,4,1,2,7
342124,1,2,2,54,4,1,2,1
342155,-6,-6,1,69,3,1,2,1
342179,1,1,10,22,2,1,1,1
342186,1,1,2,20,3,6,1,8
342193,1,1,12,48,5,1,2,1
342216,1,1,12,72,4,1,2,5
342247,1,2,1,80,2,1,1,5
342261,1,2,1,42,4,1,1,1
342339,-1,-1,10,26,4,1,1,1
342353,-6,-6,10,41,4,1,2,1
342360,-1,-1,12,35,1,2,2,5
342414,1,2,2,53,2,1,2,7
342438,-1,-1,2,77,5,1,1,1
342469,-1,-1,10,25,4,3,1,1
342483,1,2,1,66,-2,1,2,7
342544,1,1,2,63,3,1,2,5
342551,-1,-1,1,40,5,1,2,1
342698,1,2,7,69,3,5,2,5
342711,-1,-1,2,48,2,1,2,1
342728,1,2,2,29,4,1,2,1
342742,1,2,3,37,5,1,2,1
342797,1,1,10,24,4,2,2,1
342803,-1,-1,12,28,2,2,1,1
342834,1,1,2,-9,5,1,2,5
342896,1,1,12,37,4,1,1,1
342902,-1,-1,2,68,3,1,2,5
342919,1,2,2,70,4,1,1,5
342940,1,2,1,80,4,1,2,5
342964,1,1,12,66,4,1,2,5
343035,1,1,12,46,3,1,2,1
343066,-1,-1,11,19,3,3,2,1
343097,1,1,12,-9,5,-9,1,5
343127,1,1,11,60,2,3,1,1
343134,-1,-1,5,57,4,1,2,1
343158,1,1,1,58,5,1,2,1
343196,1,2,1,76,3,1,1,5
343219,-1,-1,12,80,-2,1,1,5
343226,-6,-6,12,22,3,1,2,1
343257,1,1,12,75,5,1,2,1
343264,1,2,11,58,4,1,1,1
343288,-1,-1,9,51,2,1,2,1
343325,-1,-1,10,23,2,3,1,1
343349,1,1,1,47,1,1,2,1
343387,1,2,1,73,4,6,-9,2
343417,1,1,11,48,4,1,1,1
343479,1,2,2,66,5,4,1,5
343554,1,1,1,47,4,1,2,1
343578,1,2,1,67,4,1,2,5
343585,1,1,11,62,5,2,1,4
343592,1,1,11,40,3,1,2,2
343622,1,3,1,41,4,1,2,1
343646,1,2,2,74,2,1,2,5
343660,1,1,4,38,4,1,2,7
343707,1,1,11,65,5,1,1,1
343745,1,1,11,46,3,2,1,2
343769,1,2,1,35,5,1,2,1
343776,1,2,11,71,3,1,2,1
343783,1,1,1,51,5,2,2,1
343806,-1,-1,2,-9,5,1,2,1
343813,-7,-7,7,80,3,1,2,5
343882,1,1,2,-9,3,1,2,1
343981,1,1,2,52,4,1,2,1
343998,-1,-1,11,62,3,2,2,4
344014,-1,-1,1,39,5,1,2,1
344083,1,1,1,74,5,1,2,5
344090,1,1,1,19,2,1,1,1
344113,1,1,11,70,3,1,2,5
344168,-1,-1,12,28,5,6,1,1
344267,1,2,2,56,5,1,2,1
344373,1,1,1,62,3,1,1,1
344380,1,1,9,27,4,1,1,2
344397,1,2,1,45,3,1,2,1
344496,1,2,1,24,4,1,1,1
344533,1,1,7,65,3,1,1,5
344540,1,2,11,76,4,1,2,5
344564,-1,-1,11,19,1,2,1,2
344649,1,2,12,39,4,1,2,1
344724,-6,-6,1,65,3,1,1,1
344779,1,1,12,36,5,1,1,1
344786,1,2,11,45,2,1,2,1
344793,1,1,9,69,4,1,2,5
344816,1,1,12,21,3,1,1,1
344878,-1,-1,3,46,1,3,2,7
344885,1,2,2,44,4,1,2,1
344892,1,1,1,60,3,1,1,6
344908,1,2,2,67,1,4,2,1
344915,1,1,1,77,2,1,1,5
344922,1,2,1,57,3,1,2,1
344939,-1,-1,8,37,5,4,2,1
344977,1,2,2,71,5,1,1,5
344991,-1,-1,11,28,2,1,2,1
345017,1,2,1,49,4,1,1,1
345062,1,1,1,57,1,1,2,1
345079,1,2,8,49,5,4,1,1
345093,-1,-1,2,70,2,1,1,5
345109,-6,-6,9,32,3,3,2,1
345123,1,2,5,77,3,3,1,5
345178,1,1,2,47,5,1,2,1
345208,-1,-1,1,80,5,1,1,5
345215,1,2,1,30,2,1,2,6
345253,-1,-1,11,33,3,-9,1,1
345260,1,1,2,61,3,1,1,1
345321,1,2,10,29,4,4,2,1
345352,1,1,12,65,5,1,1,5
345475,1,1,1,28,4,1,2,1
345512,1,1,2,36,5,3,1,1
345536,-1,-1,12,71,2,1,1,7
345567,1,1,11,35,3,6,1,6
345574,1,1,2,50,4,1,2,1
345581,1,1,12,-9,4,1,2,1
345598,1,-9,2,-9,3,1,2,7
345611,1,2,11,68,3,1,2,7
345642,1,2,2,-9,4,1,2,1
345659,1,2,2,55,5,1,2,1
345680,-6,-6,11,26,4,2,-9,1
345802,1,2,11,60,2,1,2,7
345840,1,1,2,39,3,1,2,1
345857,1,1,11,51,5,2,2,1
345871,1,1,11,55,3,1,2,6
345901,1,1,2,58,4,1,1,-2
345918,1,3,1,70,3,1,1,5
345949,1,1,10,27,3,1,2,1
345956,-1,-1,2,52,2,1,2,6
345970,1,2,2,28,3,3,1,2
345987,1,2,3,40,3,1,1,1
346041,1,1,12,38,2,1,2,1
346065,1,1,9,46,5,1,1,1
346102,1,1,12,33,5,1,2,1
346133,1,1,11,69,5,2,2,5
346157,1,2,12,44,3,1,2,1
346164,1,2,11,53,4,5,1,1
346249,-1,-1,1,71,3,2,2,1
346270,1,1,1,67,4,2,2,5
346294,1,-9,11,59,3,1,2,5
346300,1,1,9,67,5,1,2,5
346324,-1,-1,10,26,2,1,1,7
346331,1,1,1,43,4,1,2,1
346430,-1,-1,9,51,3,5,1,2
346461,-1,-1,2,35,3,3,2,1
346492,-1,-1,2,72,4,1,1,5
346515,1,2,2,66,5,1,1,1
346539,1,1,6,50,3,2,2,6
346584,-6,-6,11,70,4,3,2,1
346591,1,1,6,41,5,4,2,1
346638,-6,-6,3,36,2,1,1,5
346652,-1,-1,11,25,3,5,2,1
346669,1,2,1,46,5,1,2,1
346706,-6,-6,11,35,2,1,2,7
346744,-6,-6,8,57,1,6,1,4
346751,1,1,2,50,5,-9,1,1
346799,1,2,1,41,2,1,2,1
346812,1,1,2,45,3,4,2,7
346843,1,2,12,69,4,1,1,5
346874,-6,-6,3,21,2,1,1,1
346881,1,1,12,80,3,1,1,5
346911,1,1,11,39,3,1,2,7
346928,-1,-1,11,-9,2,1,1,1
347044,1,2,2,38,3,6,1,6
347082,-1,-1,12,38,4,1,1,1
347105,1,1,1,41,5,6,1,1
347136,1,1,12,26,5,3,2,1
347167,1,1,11,40,3,2,2,1
347228,1,2,1,-9,4,1,1,1
347235,1,2,1,51,3,1,1,1
347242,1,1,10,46,2,1,1,1
347280,1,1,12,64,3,1,1,5
347297,-1,-1,12,-9,5,-9,2,1
347303,-1,-1,12,35,3,3,1,1
347372,-6,-6,1,62,3,1,2,1
347396,-1,-1,1,70,3,2,2,1
347464,1,1,1,50,5,1,1,1
347488,1,2,1,67,4,1,2,5
347495,-6,-6,-9,-9,-9,-9,-9,-2
347501,1,1,1,73,5,1,1,5
347518,-1,-1,12,33,5,6,2,1
347525,-1,-1,12,31,3,2,2,1
347556,1,1,7,20,3,4,1,8
347570,1,1,12,-9,-9,-9,-9,-2
347587,1,-9,1,55,2,1,2,1
347648,-6,-6,11,50,5,2,2,1
347662,1,1,12,70,5,1,1,1
347686,1,2,2,39,5,1,2,1
347754,1,2,2,51,2,1,2,7
347778,-1,-1,12,61,2,1,2,5
347808,-1,-1,9,23,4,1,2,1
347853,1,2,11,32,3,1,1,1
347891,1,2,2,69,3,1,1,1
347914,-1,-1,12,57,1,1,1,6
347945,-6,-6,1,44,4,1,1,1
347983,-1,-1,12,23,3,1,2,1
348009,-1,-1,11,51,2,1,1,1
348016,-1,-1,12,38,4,1,1,1
348023,1,2,1,73,3,1,1,5
348030,1,1,2,69,4,1,1,5
348061,1,1,11,37,4,6,1,1
348085,1,1,1,46,3,1,1,1
348092,1,2,1,73,4,1,2,5
348122,1,2,1,-9,-2,1,2,1
348153,-6,-6,12,73,3,1,2,5
348160,1,1,12,65,3,1,2,5
348207,1,2,11,34,3,1,2,1
348221,1,1,9,28,5,1,2,1
348238,1,2,12,27,2,1,2,7
348252,-7,-7,2,55,3,4,1,5
348283,1,1,1,55,4,4,2,1
348306,1,1,12,65,3,1,2,5
348351,1,2,1,71,3,1,1,5
348368,1,1,12,54,3,2,2,6
348405,1,2,2,50,3,1,1,1
348511,1,2,1,74,2,1,1,1
348542,-1,-1,11,53,3,1,2,1
348580,1,1,2,29,4,1,1,1
348603,1,1,11,72,5,1,1,1
348658,1,2,11,-9,2,1,1,1
348665,1,1,-9,48,3,4,2,1
348696,1,1,2,69,3,3,2,5
348726,-1,-1,12,36,1,1,2,7
348764,1,2,1,-9,5,1,2,1
348771,1,1,8,26,5,4,1,1
348795,1,1,12,23,4,5,2,8
348818,1,2,2,60,2,1,1,6
348825,-1,-1,11,54,3,1,1,1
348849,1,1,1,27,5,1,1,1
348856,1,2,2,45,3,1,1,1
348924,1,1,10,69,4,1,1,1
348948,1,1,12,30,4,1,1,1
348955,1,1,5,80,3,1,2,5
348979,1,2,12,65,4,1,1,1
348993,1,2,12,76,3,1,2,5
349002,2,-1,9,39,4,4,2,1
349019,1,2,2,60,3,1,2,5
349057,1,5,11,40,2,3,1,1
349071,-1,-1,12,37,2,3,2,6
349088,1,5,12,42,4,1,2,1
349118,1,1,4,63,4,1,1,1
349163,1,2,4,54,3,1,2,6
349187,1,1,11,25,3,2,2,1
349194,1,5,11,29,3,2,2,1
349200,1,1,12,25,4,1,1,1
349224,1,1,10,73,4,1,2,5
349255,-1,-1,10,22,2,3,2,1
349262,1,2,1,80,4,1,1,5
349316,1,1,1,36,4,1,1,1
349323,1,1,2,39,5,1,2,1
349408,1,1,9,35,5,1,1,1
349415,1,1,9,25,5,1,1,1
349446,1,1,2,29,4,1,2,8
349491,1,2,1,48,3,1,2,4
349514,1,2,1,64,5,5,2,1
349576,1,2,2,80,4,1,1,5
349590,-6,-6,2,80,2,1,2,5
349606,1,1,12,65,4,1,2,5
349620,-1,-1,11,56,1,6,2,1
349644,1,2,1,39,5,1,2,1
349668,-6,-6,2,58,3,3,2,1
349699,1,2,1,56,3,1,2,1
349705,1,2,2,65,3,1,1,1
349729,1,1,2,80,3,1,2,7
349736,1,2,11,48,2,1,2,1
349798,1,1,12,65,4,1,2,5
349842,1,2,1,30,4,1,2,1
349880,-7,-7,2,80,3,1,2,5
349910,1,2,2,39,4,6,1,1
349941,1,1,12,22,1,2,1,1
350002,-1,-1,12,69,1,4,1,5
350019,-1,-1,12,46,4,1,1,1
350033,1,1,1,37,5,4,2,1
350040,1,2,9,-9,4,1,2,7
350057,1,1,12,31,5,1,1,1
350101,1,2,1,65,3,1,2,1
350125,1,2,2,67,4,1,1,1
350156,1,1,5,80,5,1,1,5
350163,1,2,11,57,3,1,2,1
350194,1,1,5,56,5,1,1,1
350200,1,1,12,31,4,1,2,1
350262,1,1,9,44,5,1,1,1
350286,1,1,10,33,4,5,1,1
350309,-6,-6,1,73,1,1,2,5
350316,1,1,5,70,4,1,2,5
350323,1,2,1,39,2,1,2,1
350347,-1,-1,2,62,3,3,2,1
350354,1,2,2,45,1,1,2,1
350385,-1,-1,12,18,2,1,1,8
350392,1,1,10,22,3,1,2,8
350453,-6,-6,11,29,4,1,1,2
350552,1,2,11,24,3,1,2,4
350576,-6,-6,12,56,5,-9,-9,1
350590,1,2,2,33,3,1,2,1
350606,1,1,10,55,5,1,2,1
350620,1,2,1,34,4,1,1,1
350675,1,1,1,70,3,1,2,1
350729,1,2,2,60,4,1,2,5
350767,1,2,1,35,4,1,1,1
350781,-1,-1,11,41,3,2,1,1
350804,1,2,12,48,4,1,1,1
350842,1,2,1,51,3,1,1,1
350859,1,2,12,53,4,1,2,1
350897,-1,-1,2,80,5,1,1,5
350934,1,2,12,34,3,1,2,1
350965,1,1,12,65,3,5,1,5
350989,-7,-7,11,65,2,1,1,1
351043,1,1,11,58,4,1,2,1
351050,1,2,1,75,3,1,2,5
351074,1,2,2,42,3,1,2,1
351081,1,2,11,34,5,1,1,1
351098,1,1,3,50,3,5,1,4
351135,1,1,2,40,5,1,1,1
351166,1,1,2,71,1,1,1,5
351180,1,1,9,53,4,1,1,1
351210,-6,-6,11,62,2,1,1,1
351234,1,1,2,43,3,6,1,1
351296,1,1,1,64,4,2,2,1
351319,1,5,12,47,3,3,2,1
351326,1,2,1,58,3,1,1,1
351333,1,2,2,52,2,1,2,1
351340,1,2,1,61,1,1,2,1
351470,-1,-1,1,80,3,1,1,5
351494,1,2,1,63,3,1,2,5
351524,-6,-6,11,64,1,1,2,5
351562,-6,-6,3,38,2,1,2,1
351586,-1,-1,2,57,2,1,2,1
351593,1,2,4,71,3,1,1,1
351630,1,1,12,32,4,1,2,1
351647,1,2,1,70,-2,1,2,6
351678,1,1,2,40,4,1,1,5
351685,1,2,5,66,4,1,1,1
351708,-1,-1,1,33,4,1,2,1
351722,-6,-6,7,33,3,3,1,1
351753,1,1,11,65,3,3,2,6
351777,1,2,11,58,2,1,2,7
351784,1,1,12,40,4,1,1,1
351807,1,-9,12,53,5,1,1,5
351838,1,1,1,70,5,1,2,5
351906,-1,-1,12,35,2,1,2,1
351913,1,2,1,74,2,1,1,5
351944,1,2,11,49,5,1,1,1
351951,-6,-6,12,48,2,1,2,4
352008,1,-9,12,79,3,1,1,5
352015,1,2,1,33,5,1,1,1
352022,1,2,1,60,3,1,2,2
352039,1,2,1,67,2,1,1,1
352077,1,2,1,43,4,1,2,1
352107,1,2,2,-9,5,1,2,1
352138,1,1,11,75,5,2,2,5
352145,-6,-6,1,80,1,1,2,8
352176,-1,-1,7,60,3,1,2,1
352183,-1,-1,12,33,5,1,2,7
352206,1,2,12,59,5,1,2,7
352220,1,1,11,27,2,1,1,1
352244,1,1,1,67,2,3,1,6
352251,-6,-6,1,35,4,1,2,1
352305,1,1,1,50,2,1,1,1
352343,1,2,1,74,3,1,2,1
352374,1,2,2,37,5,1,2,1
352398,1,1,11,41,3,2,2,4
352404,1,1,12,76,4,1,1,5
352428,2,-1,2,51,4,4,2,1
352435,-6,-6,12,35,1,1,1,1
352442,1,1,11,76,5,1,1,5
352459,1,2,2,73,5,1,2,5
352473,1,2,3,36,3,1,2,8
352480,1,2,1,58,2,1,2,6
352541,1,1,12,41,5,1,2,1
352619,1,1,9,23,4,1,2,1
352633,1,1,5,50,5,1,2,1
352664,1,2,1,70,3,1,2,5
352695,1,1,11,61,3,2,1,6
352718,1,2,11,44,3,6,1,1
352725,1,1,5,24,4,1,2,1
352749,1,2,2,71,3,1,2,5
352763,1,2,5,45,3,1,1,1
352787,1,1,12,-9,3,1,1,5
352848,1,5,11,-9,3,5,2,1
352855,1,2,1,73,3,1,2,1
352862,1,1,11,59,4,1,1,1
352886,-1,-1,10,21,2,1,2,1
352893,1,2,1,41,2,1,1,1
352909,-1,-1,2,61,4,1,2,1
352916,1,2,2,18,3,1,1,8
352947,-6,-6,4,19,5,6,2,1
352961,1,1,1,50,4,1,1,1
353032,-1,-1,11,40,2,3,1,1
353056,-1,-1,9,28,4,4,2,1
353063,1,12,12,-9,3,2,2,1
353124,1,2,2,34,4,1,2,7
353131,1,1,2,30,3,3,2,2
353247,-6,-6,11,64,4,1,2,5
353292,1,1,9,39,5,1,1,1
353308,1,2,1,33,5,1,2,1
353315,-6,-6,11,-9,3,1,1,1
353346,1,1,1,72,3,1,2,5
353353,-1,-1,2,69,4,1,2,1
353360,1,2,1,57,1,1,1,1
353377,1,1,1,72,4,1,1,5
353384,1,2,2,44,5,1,1,1
353391,1,2,11,57,3,1,2,1
353414,-1,-1,11,67,3,2,1,1
353421,1,1,10,54,3,6,2,1
353469,-1,-1,7,67,5,1,1,1
353476,1,1,2,72,5,1,2,5
353513,1,2,1,31,3,2,2,1
353520,1,2,5,69,3,1,2,5
353544,1,1,1,33,4,1,2,1
353551,1,2,1,57,5,1,2,1
353643,1,2,12,46,3,1,1,1
353667,1,1,10,73,5,1,1,5
353681,1,2,11,64,1,1,2,6
353704,-1,-1,4,18,2,1,1,1
353711,-1,-1,2,66,3,1,1,1
353773,-1,-1,2,36,5,1,2,1
353780,1,1,1,64,3,2,2,1
353810,1,1,11,45,3,3,1,1
353834,1,1,2,41,3,3,2,1
353902,-1,-1,12,29,2,1,2,7
353926,1,1,10,53,4,1,1,1
353933,-1,-1,2,65,5,1,2,1
353957,1,1,12,62,2,1,1,1
353988,1,2,5,79,3,1,1,5
354004,1,2,12,62,2,1,2,5
354035,1,1,10,73,4,1,2,5
354073,1,2,1,64,3,1,1,1
354097,-6,-6,1,70,5,1,1,1
354134,1,1,11,52,2,3,2,7
354158,-6,-6,10,20,2,1,2,4
354189,1,2,12,54,3,1,1,1
354196,1,2,9,41,3,1,2,1
354202,1,1,12,72,4,2,1,1
354219,1,1,2,29,5,1,2,1
354240,1,1,12,43,4,1,1,4
354288,1,1,12,31,3,4,1,8
354301,1,1,1,69,3,1,2,7
354318,1,1,11,39,3,3,2,7
354332,1,1,1,71,5,2,2,5
354363,1,1,12,43,3,3,2,1
354394,2,-1,12,23,3,1,2,7
354424,-1,-1,2,77,3,1,1,5
354431,1,1,12,47,4,1,1,1
354448,-1,-1,12,26,3,2,1,1
354462,-1,-1,11,29,4,2,2,1
354479,1,1,5,30,5,1,1,1
354547,-6,-6,1,80,1,1,2,5
354592,1,1,10,43,4,1,1,1
354684,1,2,1,50,2,1,1,1
354691,-6,-6,3,28,3,6,2,1
354707,-7,-7,1,41,-9,1,-9,1
354752,1,2,12,46,3,1,2,6
354820,-7,-7,11,39,3,1,1,1
354844,2,-1,12,64,4,1,2,1
354851,1,1,11,44,2,2,1,1
354868,1,1,1,30,2,6,2,7
354875,1,1,5,27,5,1,1,4
354882,-1,-1,2,53,2,3,2,1
354899,1,2,2,68,3,1,1,5
354905,1,2,1,66,5,1,2,5
354929,1,2,2,26,4,1,1,1
354943,1,1,3,47,5,1,1,1
354950,1,1,2,75,5,1,2,1
354967,-1,-1,11,43,3,6,2,1
354974,1,2,11,65,4,1,2,6
355014,-6,-6,1,60,4,2,1,1
355045,-1,-1,12,39,4,3,2,2
355069,1,1,1,56,5,1,2,1
355151,1,2,5,80,5,1,2,5
355168,-1,-1,12,-9,3,1,2,1
355182,-1,-1,2,40,5,1,2,1
355267,1,2,11,40,2,1,2,7
355298,1,1,1,33,4,2,2,1
355335,1,1,8,24,3,4,2,8
355359,-6,-6,1,49,5,1,1,1
355373,-1,-1,1,80,2,2,1,5
355397,1,2,1,57,3,1,2,1
355403,-1,-1,11,-9,-9,-9,2,-2
355427,1,2,1,71,2,1,2,5
355434,-1,-1,11,37,1,1,1,1
355441,-6,-6,12,74,5,1,2,7
355458,-1,-1,11,18,2,1,2,8
355472,1,4,11,28,3,1,1,1
