9 75:1 178:1 93:3 177:1 267:1 272:1 285:1 38:1 391:1
6 181:1 176:1 161:1 375:1 103:1 71:1
1 45:1
12 181:1 93:2 158:2 488:1 317:1 371:1 360:1 315:1 452:1 435:2 265:1 183:1
3 376:1 476:1 433:1
6 248:1 191:1 25:1 449:1 19:1 268:1
4 179:1 161:1 142:1 69:1
6 125:1 474:1 150:1 277:1 387:1 49:1
4 48:1 307:1 479:1 287:1
5 376:1 17:1 258:1 277:1 50:1
14 357:1 16:1 248:1 474:1 326:1 267:1 402:1 272:1 407:1 360:1 45:2 289:1 308:1 280:1
4 442:1 77:1 69:1 332:1
21 375:1 343:1 484:1 421:1 55:1 67:1 274:1 252:1 285:1 433:1 383:1 440:1 326:2 175:1 455:1 173:1 456:1 48:1 338:1 328:1 443:1
9 181:1 187:1 158:1 326:1 162:1 329:1 36:1 470:1 483:1
10 201:1 430:1 158:1 180:1 10:1 275:1 412:1 120:1 145:1 239:1
1 93:2
6 237:1 267:1 358:1 277:1 130:1 280:1
10 96:1 470:1 177:1 297:1 69:1 359:1 327:1 156:1 289:1 277:1
5 75:1 326:1 267:1 395:1 455:1
9 233:1 187:1 327:1 310:1 51:1 157:1 48:1 172:1 142:1
12 233:1 381:1 181:1 93:1 200:1 329:1 376:1 163:1 182:1 345:1 269:1 280:1
6 474:1 247:1 361:1 177:1 476:1 280:1
3 277:1 142:1 476:1
10 248:1 339:1 9:1 158:1 180:2 267:1 402:1 45:2 179:1 206:1
7 376:1 69:1 17:1 134:1 433:1 260:1 93:1
7 77:1 247:1 326:1 163:1 196:2 350:1 93:1
7 287:1 77:1 347:1 267:1 17:1 211:1 280:1
7 187:1 278:1 267:1 161:1 395:1 51:1 483:1
3 307:1 45:1 146:1
8 302:1 93:1 49:1 63:1 45:1 384:1 142:1 211:1
2 277:1 172:1
4 161:1 45:1 49:1 304:1
8 114:1 93:1 347:1 161:1 476:1 301:1 298:1 49:1
3 445:1 181:1 104:1
2 207:1 282:1
4 326:1 181:1 45:1 224:1
20 287:1 130:1 371:1 163:1 404:1 310:1 395:1 128:1 69:1 463:1 17:1 202:1 56:2 366:1 408:1 360:2 32:1 400:1 173:1 211:1
8 181:1 77:1 326:1 382:1 442:1 307:1 184:1 211:1
5 125:1 395:1 307:1 211:1 280:1
3 6:1 79:1 57:1
10 155:1 93:1 254:1 43:1 285:1 460:1 172:1 260:1 258:1 307:1
3 403:1 283:1 375:1
1 44:1
5 210:1 388:1 352:1 25:1 19:1
4 173:1 181:1 183:1 185:1
19 139:1 102:1 169:1 237:1 93:1 247:1 238:1 287:2 69:1 407:1 327:1 17:1 13:1 117:1 172:1 14:1 277:1 307:1 430:1
